Entity Name,Course Type,Prefix,Code,Name
Department of Biological Sciences,Biology,BIOL,4279L,Neurobiology Laboratory
Department of Biological Sciences,Biology,BIOL,4283,Developmental Biology
Department of Biological Sciences,Biology,BIOL,4292,Advances in Immunology
Department of Biological Sciences,Biology,BIOL,4293,Comparative Vertebrate Anatomy
Department of Biological Sciences,Biology,BIOL,4405,Internship/Laboratory Research
Department of Biological Sciences,Biology,BIOL,4600,Senior Seminar
Department of Biological Sciences,Biology,BIOL,4601,Honors Seminar
Department of Biological Sciences,Biology,BIOL,4700,Honors Research I
Department of Biological Sciences,Biology,BIOL,4701,Honors Research II
Department of Finance,Business Law,BLAW,3150,Business Law I
Department of Finance,Business Law,BLAW,3250,Business Law II
College of Business,Business,BUSN,1100,Freshman Honors Seminar
College of Business,Business,BUSN,1101,Introduction to Business and Professional Development
College of Business,Business,BUSN,2000,Topics in Business and Economics
College of Business,Business,BUSN,2702,Practicum III: Leadership and Group Dynamics
College of Business,Business,BUSN,4701,Business Honors Thesis
Department of Civil and Environmental Engineering,Civil and Environmental Engineering,CEGR,2101,Civil Engineering Drawing
Department of Civil and Environmental Engineering,Civil and Environmental Engineering,CEGR,2102,Engineering Economic Analysis
Department of Civil and Environmental Engineering,Civil and Environmental Engineering,CEGR,2104,Surveying and Site Design
Department of Civil and Environmental Engineering,Civil and Environmental Engineering,CEGR,2154,Design Project Lab
Department of Civil and Environmental Engineering,Civil and Environmental Engineering,CEGR,3090,Special Topics in Civil Engineering
Department of Civil and Environmental Engineering,Civil and Environmental Engineering,CEGR,3111,Construction Engineering
Department of Civil and Environmental Engineering,Civil and Environmental Engineering,CEGR,3122,Structural Analysis
Department of Civil and Environmental Engineering,Civil and Environmental Engineering,CEGR,3141,Introduction to Environmental Engineering
Department of Civil and Environmental Engineering,Civil and Environmental Engineering,CEGR,3143,Hydraulics and Hydrology
Department of Civil and Environmental Engineering,Civil and Environmental Engineering,CEGR,3153,Transportation Laboratory
Department of Civil and Environmental Engineering,Civil and Environmental Engineering,CEGR,3155,Environmental Laboratory
Department of Civil and Environmental Engineering,Civil and Environmental Engineering,CEGR,3161,Transportation Engineering I
Department of Civil and Environmental Engineering,Civil and Environmental Engineering,CEGR,3201,Systems and Design
Department of Civil and Environmental Engineering,Civil and Environmental Engineering,CEGR,3202,Systems and Design II
Department of Civil and Environmental Engineering,Civil and Environmental Engineering,CEGR,3221,Structural Steel Design I
Department of Civil and Environmental Engineering,Civil and Environmental Engineering,CEGR,3225,Reinforced Concrete Design I
Department of Civil and Environmental Engineering,Civil and Environmental Engineering,CEGR,3255,Structural Materials I Laboratory
Department of Civil and Environmental Engineering,Civil and Environmental Engineering,CEGR,3258,Geotechnical Laboratory
Department of Civil and Environmental Engineering,Civil and Environmental Engineering,CEGR,3278,Geotechnical Engineering
Department of Civil and Environmental Engineering,Civil and Environmental Engineering,CEGR,3695,Civil Engineering Cooperative Education Seminar
Department of Civil and Environmental Engineering,Civil and Environmental Engineering,CEGR,3890,Individualized Study
Department of Civil and Environmental Engineering,Civil and Environmental Engineering,CEGR,3990,Undergraduate Research in Civil Engineering
Department of Civil and Environmental Engineering,Civil and Environmental Engineering,CEGR,4090,Special Topics in Civil Engineering
Department of Civil and Environmental Engineering,Civil and Environmental Engineering,CEGR,4108,Finite Element Analysis and Applications
Department of Civil and Environmental Engineering,Civil and Environmental Engineering,CEGR,4123,Bridge Design
Department of Civil and Environmental Engineering,Civil and Environmental Engineering,CEGR,4126,"Codes, Loads, and Nodes"
Department of Civil and Environmental Engineering,Civil and Environmental Engineering,CEGR,4128,Matrix Methods of Structural Analysis
Department of Civil and Environmental Engineering,Civil and Environmental Engineering,CEGR,4142,Water Treatment Engineering
Department of Civil and Environmental Engineering,Civil and Environmental Engineering,CEGR,4144,Engineering Hydrology
Department of Civil and Environmental Engineering,Civil and Environmental Engineering,CEGR,4145,Groundwater Resources Engineering
Department of Civil and Environmental Engineering,Civil and Environmental Engineering,CEGR,4146,Advanced Engineering Hydraulics
Department of Civil and Environmental Engineering,Civil and Environmental Engineering,CEGR,4161,Advanced Traffic Engineering
Department of Civil and Environmental Engineering,Civil and Environmental Engineering,CEGR,4162,Transportation Planning
Department of Civil and Environmental Engineering,Civil and Environmental Engineering,CEGR,4171,Urban Public Transportation
Department of Civil and Environmental Engineering,Civil and Environmental Engineering,CEGR,4181,Human Factors in Traffic Engineering
Department of Civil and Environmental Engineering,Civil and Environmental Engineering,CEGR,4182,Transportation Environmental Assessment
Department of Civil and Environmental Engineering,Civil and Environmental Engineering,CEGR,4183,Traffic Engineering Studies
Department of Civil and Environmental Engineering,Civil and Environmental Engineering,CEGR,4184,Highway Safety
Department of Civil and Environmental Engineering,Civil and Environmental Engineering,CEGR,4185,Geometric Design of Highways
Department of Civil and Environmental Engineering,Civil and Environmental Engineering,CEGR,4222,Structural Steel Design II
Department of Civil and Environmental Engineering,Civil and Environmental Engineering,CEGR,4223,Timber Design
Department of Civil and Environmental Engineering,Civil and Environmental Engineering,CEGR,4224,Advanced Structural Analysis
Department of Civil and Environmental Engineering,Civil and Environmental Engineering,CEGR,4226,Reinforced Concrete Design II
Department of Civil and Environmental Engineering,Civil and Environmental Engineering,CEGR,4242,Wastewater Treatment Design
Department of Civil and Environmental Engineering,Civil and Environmental Engineering,CEGR,4246,Energy and the Environment
Department of Civil and Environmental Engineering,Civil and Environmental Engineering,CEGR,4262,Traffic Engineering
Department of Civil and Environmental Engineering,Civil and Environmental Engineering,CEGR,4264,Landfill Design
Department of Civil and Environmental Engineering,Civil and Environmental Engineering,CEGR,4270,Earth Pressures and Retaining Structures
Department of Civil and Environmental Engineering,Civil and Environmental Engineering,CEGR,4271,Pavement Design
Department of Civil and Environmental Engineering,Civil and Environmental Engineering,CEGR,4278,Geotechnical Engineering II
Department of Chemistry,Chemistry,CHEM,1111,Chemistry in Today's Society
Department of Chemistry,Chemistry,CHEM,1111L,Laboratory in Chemistry
Department of Chemistry,Chemistry,CHEM,1112,Chemistry in Today's Society
Department of Chemistry,Chemistry,CHEM,1112L,Laboratory in Chemistry
Department of Chemistry,Chemistry,CHEM,1200,Fundamentals of Chemistry
Department of Chemistry,Chemistry,CHEM,1203,"Introduction to General, Organic, and Biochemistry I"
Department of Chemistry,Chemistry,CHEM,1203L,"Introduction to General, Organic, and Biochemistry I Laboratory"
Department of Chemistry,Chemistry,CHEM,1204,"Introduction to General, Organic, and Biochemistry II"
Department of Chemistry,Chemistry,CHEM,1204L,"Introduction to General, Organic, and Biochemistry II Laboratory"
Department of Chemistry,Chemistry,CHEM,1251,General Chemistry I
Department of Chemistry,Chemistry,CHEM,1251L,General Chemistry I Laboratory
Department of Chemistry,Chemistry,CHEM,1252,General Chemistry II
Department of Chemistry,Chemistry,CHEM,1252L,General Chemistry II Laboratory
Department of Chemistry,Chemistry,CHEM,1253L,Introduction to Modern Laboratory Methods
Department of Chemistry,Chemistry,CHEM,3121,Inorganic Chemistry
Department of Chemistry,Chemistry,CHEM,2130,Survey of Organic Chemistry
Department of Chemistry,Chemistry,CHEM,2131,Organic Chemistry I
Department of Chemistry,Chemistry,CHEM,2131L,Organic Chemistry I Laboratory
Department of Chemistry,Chemistry,CHEM,2132,Organic Chemistry II
Department of Chemistry,Chemistry,CHEM,2132L,Organic Chemistry II Laboratory
Department of Chemistry,Chemistry,CHEM,2136L,Organic Chemistry Laboratory
Department of Chemistry,Chemistry,CHEM,2141,Survey of Physical Chemistry
Department of Chemistry,Chemistry,CHEM,3090,Special Topics in Chemistry
Department of Chemistry,Chemistry,CHEM,3111,Quantitative Analysis
Department of Chemistry,Chemistry,CHEM,3112,Modern Separation Techniques
Department of Chemistry,Chemistry,CHEM,3113,Survey of Instrumental Methods of Analysis
Department of Chemistry,Chemistry,CHEM,3141,Physical Chemistry I
Department of Chemistry,Chemistry,CHEM,3141L,Physical Chemistry I Laboratory
Department of Chemistry,Chemistry,CHEM,3142,Physical Chemistry II
Department of Chemistry,Chemistry,CHEM,3142L,Physical Chemistry II Laboratory
Department of Chemistry,Chemistry,CHEM,3197,Internship in Community Education and Service
Department of Chemistry,Chemistry,CHEM,3500,Chemistry Cooperative Education Experience
Department of Chemistry,Chemistry,CHEM,3695,Chemistry Seminar I
Department of Chemistry,Art: Print Media,CHEM,4090,Special Topics in Chemistry
Department of Chemistry,Chemistry,CHEM,4095,Topics for Teachers
Department of Chemistry,Chemistry,CHEM,4111,Instrumental Analysis
Department of Chemistry,Chemistry,CHEM,4121,Advanced Inorganic Chemistry
Department of Chemistry,Chemistry,CHEM,4133,Methods of Organic Structure Determination
Department of Chemistry,Chemistry,CHEM,4134,Organic Reaction Mechanisms
Department of Chemistry,Chemistry,CHEM,4135,Concepts and Techniques in Organic Synthesis
Department of Chemistry,Chemistry,CHEM,4165,Principles of Biochemistry I
Department of Chemistry,Chemistry,CHEM,4165L,Principles of Biochemistry I Laboratory
Department of Chemistry,Chemistry,CHEM,4166,Principles of Biochemistry II
Department of Chemistry,Chemistry,CHEM,4167,Structure and Mechanism in Protein Chemistry
Department of Chemistry,Chemistry,CHEM,4171,Biochemical Instrumentation
Department of Chemistry,Chemistry,CHEM,4175,Physical Biochemistry
Department of Chemistry,Chemistry,CHEM,4185,Chemical Fate of Pollutants
Department of Chemistry,Chemistry,CHEM,4200,Computational Chemistry
Department of Chemistry,Chemistry,CHEM,4695,Chemistry Seminar II
Department of Chemistry,Chemistry,CHEM,4696,Chemistry Seminar
Department of Chemistry,Chemistry,CHEM,4900,Directed Undergraduate Research
Department of Special Education and Child Development,Child and Family Development,CHFD,2111,Foundations in Child and Family Development
Department of Special Education and Child Development,Child and Family Development,CHFD,2113,Development: Prenatal to 36 Months
Department of Special Education and Child Development,Child and Family Development,CHFD,2412,"The Practice of Observation, Documentation, and Analysis of Young Children's Behavior"
Department of Special Education and Child Development,Child and Family Development,CHFD,3112,Supporting Diverse Young Learners - Birth through Kindergarten
Department of Special Education and Child Development,Child and Family Development,CHFD,3113,Families as the Core of Partnerships
Department of Special Education and Child Development,Child and Family Development,CHFD,3114,Responsive Approaches for Infants and Toddlers
Department of Special Education and Child Development,Child and Family Development,CHFD,3115,An Ecological Approach to Learning and Development - Early Childhood to Pre-Adolescence
Department of Special Education and Child Development,Child and Family Development,CHFD,3116,Approaches to Integrated Curriculum for Young Children [3-8]
Department of Special Education and Child Development,Child and Family Development,CHFD,3118,Approaches to Family Supports and Resources
